Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,SL No.,State/UT Name,District Name,Mine Name,Coal/ Lignite Production (MT) (2019-2020),Coal Mine Owner Name,Coal Mine Owner Full Name,Coal/Lignite,Govt Owned/Private,Type of Mine (OC/UG/Mixed),Latitude ,Longitude ,Source,Accuracy (exact vs approximate),Methane_Emissions_m3,Methane_Emissions_kg,CO2_Emissions_per_Ton,CO2_Emissions,Carbon Footprint_kgCO2e
353,353,353,372,373,Orissa,Jharsuguda,MINE NO.4,0.0,MCL,Mahanadi Coalfields Limited,Bituminous,G,UG,21.8408,83.9154,"Google Maps: https://www.google.ca/maps/place/Orient+Sub-Area+Office,+MCL/@21.834015,83.9095339,15z/data=!4m12!1m6!3m5!1s0x3a20de0ed18ef2ed:0xddc68651161fc1a5!2sOrient+Colliery+Mine+No-1%262,+MCL!8m2!3d21.83401!4d83.9182886!3m4!1s0x0:0x286aa82fd089a489!8m2!3d21.8404525!4d83.9154544",Approximate: coordinates of MCL Orient Sub-Area office,0.0,0.0,2440.68,0.0,0.0
354,354,354,373,374,Orissa,Jharsuguda/ Sundergarh,Dulanga coal mine (CAPTIVE),1.54,NTPC,"NTPC Limited, formerly known as National Thermal Power Corporation Limited",Bituminous,G,OC,21.4347,83.7985,"Environment Clearance, Dulanga Opencast Coal Mining Project: https://www.ntpc.co.in/download/dulanga-coal-mining-project",Exact,1.848,1.325016,2440.68,3758.6472,3791.7726
355,355,355,374,375,Orissa,Sundergarh,KULDA,13.627,MCL,Mahanadi Coalfields Limited,Bituminous,G,OC,22.034,83.7421,"Half-Yearly Compliance Report of Environmental Conditions, Kulda OCP: http://www.mahanadicoal.in/Environment/pdf/EC%20Half%20Yearly/HYC_OCT18-MAR19/Kulda%20OCP.pdf",Exact,16.3524,11.724670799999998,2440.68,33259.14636,33552.26313
356,356,356,375,376,Orissa,Sundergarh,GARJANBAHAL,7.592,MCL,Mahanadi Coalfields Limited,Bituminous,G,OC,22.0108,83.7576,Pre-feasibility Report for Garjanbahal Open Cast Project: http://environmentclearance.nic.in/writereaddata/Online/TOR/0_0_30_Mar_2015_1657157371PFR.pdf,Exact,9.1104,6.5321568,2440.68,18529.642559999997,18692.946479999995
357,357,357,376,377,Orissa,Sundergarh,BASUNDHARA (W),1.82,MCL,Mahanadi Coalfields Limited,Bituminous,G,OC,22.0699,83.6892,EIA & EMP for Basundhara (West) Extension OCP: http://environmentclearance.nic.in/writereaddata/EIA/24102019IBF6IN7BEIAEMP.pdf,Exact,2.184,1.565928,2440.68,4442.0376,4481.185799999999
358,358,358,377,378,Orissa,Sambalpur,Talabira II,1e-05,NLC Ltd,,Bituminous,G,OC,21.7344,83.9917,"Google Maps: https://www.google.ca/maps/place/Talabira+Mines/@21.7330794,83.9869377,693m/data=!3m1!1e3!4m5!3m4!1s0x3a211e3ceb1523bf:0xf261249e8da28f9!8m2!3d21.73439!4d83.991712",Approximate: coordinates of general Talabira mines area,1.2e-05,8.604e-06,2440.68,0.0244068,0.0246219
359,359,359,378,379,Orissa,Sambalpur,Talabira III,1e-05,NLC Ltd,,Bituminous,G,OC,21.7372,83.9921,"Google Maps: https://www.google.ca/maps/place/Talabira+Mines/@21.7330794,83.9869377,693m/data=!3m1!1e3!4m5!3m4!1s0x3a211e3ceb1523bf:0xf261249e8da28f9!8m2!3d21.73439!4d83.991712",Approximate: coordinates of general Talabira mines area,1.2e-05,8.604e-06,2440.68,0.0244068,0.0246219
360,360,360,383,384,Tamil Nadu,Cuddalore,Mine I & Expansion ,7.98,NLC Ltd,,Lignite,G,OC,11.5709,79.50805,"https://www.google.com/maps/search/Mine+I+A+%2B+Neyveli+Lignite+corporation/@11.5681014,79.49547,3845m/data=!3m1!1e3",Exact,9.576,6.865992,1201.9,9591.162000000002,9762.811800000001
361,361,361,384,385,Tamil Nadu,Cuddalore,Mine I A,2.97,NLC Ltd,,Lignite,G,OC,11.57352,79.51781,"https://www.google.com/maps/place/Neyveli+Lignite+Mine+-+IA/@11.5722993,79.4908181,9079m/data=!3m1!1e3!4m8!1m2!2m1!1sMine+IA+%2B+Neyveli+Lignite+corporation!3m4!1s0x3a54b6f01d9e16fd:0x9809f14b87246d3!8m2!3d11.5722993!4d79.5041322",Exact,3.564,2.555388,1201.9,3569.6430000000005,3633.5277000000006
362,362,362,385,386,Tamil Nadu,Cuddalore,Mine II & Expansion ,12.51,NLC Ltd,,Lignite,G,OC,11.520268,79.475537,"https://www.google.com/maps/place/MINE-II,+NLC+INDIA+LIMITED/@11.5208119,79.4738246,17z/data=!3m1!4b1!4m5!3m4!1s0x3a54b60315d8da8b:0xd97c66ae9e9593df!8m2!3d11.5208119!4d79.4760133",Exact,15.012,10.763604,1201.9,15035.769,15304.8591
